dataset,sample_id,original_sample_id,split,split_rule
MixedDoc,mixeddoc_00787,0302_0003_0010,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00788,0302_0003_0019,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00789,0302_0003_0030,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00790,0302_0003_0032,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00791,0302_0003_0038,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00792,0302_0003_0041,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00793,0302_0003_0042,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00794,0302_0003_0057,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00795,0302_0003_0058,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00796,0302_0003_0059,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00797,0302_0003_0063,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00798,0302_0003_0068,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00799,0302_0004_0005,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00800,0302_0004_0006,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00801,0302_0004_0008,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00802,0302_0004_0010,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00803,0302_0004_0012,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00804,0302_0004_0025,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00805,0302_0004_0035,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00806,0302_0004_0041,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00807,0302_0004_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00808,0302_0004_0045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00809,0302_0004_0052,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00810,0302_0004_0065,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00811,0302_0005_0001,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00812,0302_0005_0018,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00813,0302_0005_0025,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00814,0302_0005_0029,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00815,0302_0005_0032,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00816,0302_0005_0033,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00817,0302_0005_0034,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00818,0302_0005_0050,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00819,0302_0005_0053,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00820,0302_0005_0060,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00821,0302_0005_0062,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00822,0302_01_2022_02_0007,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00823,0302_01_2022_02_0018,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00824,0302_01_2022_02_0019,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00825,0302_01_2022_02_0025,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00826,0302_01_2022_02_0026,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00827,0302_01_2022_02_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00828,0302_01_2022_02_0040,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00829,0302_01_2022_02_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00830,0302_01_2022_02_0046,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00831,0302_01_2022_02_0050,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00832,0302_01_2022_02_0052,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00833,0302_01_2022_02_0055,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00834,0302_01_2022_02_0058,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00835,0302_01_2022_02_0060,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00836,0302_01_2022_02_0066,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00837,0302_01_2022_02_0073,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00838,0302_01_2022_02_0083,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00839,0302_01_2022_02_0093,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00840,0302_01_2022_03_0016,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00841,0302_01_2022_03_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00842,0302_01_2022_03_0020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00843,0302_01_2022_03_0023,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00844,0302_01_2022_03_0024,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00845,0302_01_2022_03_0026,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00846,0302_01_2022_03_0037,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00847,0302_01_2022_03_0038,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00848,0302_01_2022_03_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00849,0302_01_2022_03_0049,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00850,0302_01_2022_03_0059,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00851,0302_01_2022_03_0064,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00852,0302_01_2022_03_0065,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00853,0302_01_2022_03_0066,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00854,0302_01_2022_03_0078,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00855,0302_01_2022_03_0082,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00856,0302_01_2022_03_0087,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00857,0302_01_2022_03_0089,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00858,0302_01_2022_03_0092,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00859,0302_01_2022_03_0093,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00860,0302_01_2022_04_0012,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00861,0302_01_2022_04_0013,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00862,0302_01_2022_04_0015,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00863,0302_01_2022_04_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00864,0302_01_2022_04_0019,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00865,0302_01_2022_04_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00866,0302_01_2022_04_0027,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00867,0302_01_2022_04_0028,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00868,0302_01_2022_04_0029,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00869,0302_01_2022_04_0043,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00870,0302_01_2022_04_0046,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00871,0302_01_2022_04_0051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00872,0302_01_2022_04_0053,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00873,0302_01_2022_04_0068,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00874,0302_01_2022_04_0070,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00875,0302_01_2022_04_0071,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00876,0302_01_2022_04_0072,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00877,0302_01_2022_04_0079,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00878,0302_01_2022_04_0087,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00879,0302_02_2021_03_0011,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00880,0302_02_2021_03_0013,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00881,0302_02_2021_03_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00882,0302_02_2021_03_0052,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00883,0302_02_2021_03_0056,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00884,0302_02_2021_03_0058,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00885,0302_02_2021_03_0059,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00886,0302_02_2021_03_0061,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00887,0302_02_2021_04_0009,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00888,0302_02_2021_04_0015,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00889,0302_02_2021_04_0020,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00890,0302_02_2021_04_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00891,0302_02_2021_04_0033,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00892,0302_02_2021_04_0038,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00893,0302_02_2021_04_0058,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00894,0302_02_2021_04_0062,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00895,0302_02_2021_04_0075,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00896,0302_02_2021_05_0017,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00897,0302_02_2021_05_0019,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00898,0302_02_2021_05_0020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00899,0302_02_2021_05_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00900,0302_02_2021_05_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00901,0302_02_2021_05_0026,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00902,0302_02_2021_05_0032,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00903,0302_02_2021_05_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00904,0302_02_2021_05_0039,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00905,0302_02_2021_05_0040,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00906,0302_02_2021_05_0049,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00907,0302_02_2021_05_0059,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00908,0302_02_2021_06_0009,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00909,0302_02_2021_06_0011,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00910,0302_02_2021_06_0018,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00911,0302_02_2021_06_0019,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00912,0302_02_2021_06_0031,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00913,0302_02_2021_06_0033,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00914,0302_02_2021_06_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00915,0302_02_2021_06_0038,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00916,0302_02_2021_06_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00917,0302_02_2021_06_0051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00918,0302_02_2021_06_0054,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00919,0302_02_2021_06_0055,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00920,0302_02_2021_06_0062,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00921,0302_02_2021_07_0009,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00922,0302_02_2021_07_0011,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00923,0302_02_2021_07_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00924,0302_02_2021_07_0033,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00925,0302_02_2021_07_0038,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00926,0302_02_2021_07_0039,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00927,0302_02_2021_08_0002,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00928,0302_02_2021_08_0007,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00929,0302_02_2021_08_0009,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00930,0302_02_2021_08_0010,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00931,0302_02_2021_08_0025,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00932,0302_02_2021_08_0033,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00933,0302_03_2020_04_0024,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00934,0302_03_2020_04_0025,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00935,0302_03_2020_04_0027,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00936,0302_03_2020_04_0028,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00937,0302_03_2020_04_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00938,0302_03_2020_04_0050,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00939,0302_03_2020_04_0057,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00940,0302_03_2020_05_0014,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00941,0302_03_2020_05_0015,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00942,0302_03_2020_05_0017,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00943,0302_03_2020_05_0020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00944,0302_03_2020_05_0024,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00945,0302_03_2020_05_0031,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00946,0302_03_2020_05_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00947,0302_03_2020_05_0036,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00948,0302_03_2020_05_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00949,0302_03_2020_05_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00950,0302_03_2020_05_0044,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00951,0302_03_2020_05_0046,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00952,0302_03_2020_05_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00953,0302_03_2020_05_0051,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00954,0302_03_2020_05_0056,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00955,0302_03_2020_05_0057,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00956,0302_03_2020_05_0063,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00957,0302_03_2020_05_0065,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00958,0302_03_2020_06_0007,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00959,0302_03_2020_06_0013,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00960,0302_03_2020_06_0014,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00961,0302_03_2020_06_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00962,0302_03_2020_06_0031,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00963,0302_03_2020_06_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00964,0302_03_2020_06_0053,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00965,0302_03_2020_07_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00966,0302_03_2020_07_0037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00967,0302_03_2020_07_0043,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00968,0302_03_2020_07_0045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00969,0302_03_2020_07_0057,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00970,0302_03_2020_08_0008,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00971,0302_03_2020_08_0014,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00972,0302_03_2020_08_0018,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00973,0302_03_2020_08_0021,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00974,0302_03_2020_08_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00975,0302_03_2020_08_0027,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00976,0302_03_2020_08_0030,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00977,0302_03_2020_08_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00978,0302_03_2020_08_0040,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00979,0302_03_2020_08_0055,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00980,0302_03_2020_09_0004,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00981,0302_03_2020_09_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00982,0302_03_2020_09_0040,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00983,0302_03_2020_09_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00984,0302_03_2020_09_0043,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00985,0302_03_2020_09_0044,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00986,0302_03_2020_09_0046,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00987,0302_03_2020_09_0047,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00988,0302_03_2020_09_0051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00989,0401_00037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00990,0401_00047,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00991,0401_00061,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00992,0401_00071,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00993,0401_00075,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00994,0401_00076,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00995,0401_00083,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00996,0401_00089,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00997,0401_00090,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00998,0401_00092,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00999,0401_00101,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01000,0401_00102,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01001,0401_00105,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01002,0401_00106,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01003,0401_00126,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01004,0401_00131,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01005,0401_00144,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01006,0401_00155,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01007,0401_00159,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01008,0401_00166,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01009,0401_00237,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01010,0401_00268,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01011,0401_00282,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01012,0401_00285,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01013,0401_00291,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01014,0401_00293,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01015,0401_00311,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01016,0401_00362,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01017,0401_00372,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01018,0401_00391,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01019,0401_00415,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01020,0401_00492,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01021,0401_00524,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01022,0401_00526,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01023,0401_00535,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01024,0401_00542,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01025,0401_00548,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01026,0401_00563,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01027,0401_00574,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01028,0401_00596,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01029,0401_00615,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_01030,0401_00621,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
